DeployID,Ptt,DepthSensor,Instr,Date,LocationQuality,Latitude,Longitude,MinDepth,MinAccuracy,MinSource,MaxDepth,MaxAccuracy,MaxSource
160108,160108,0.500000,UT,00:00:00 26-May-2016,,,,0.000000,0.000000,Status,,,
160108,160108,0.500000,UT,00:00:00 27-May-2016,,,,0.000000,0.000000,Status,,,
160108,160108,0.500000,UT,00:00:00 28-May-2016,,,,0.000000,0.000000,Status,,,
160108,160108,0.500000,UT,00:00:00 29-May-2016,,,,0.000000,0.000000,Status,,,
160108,160108,0.500000,UT,00:00:00 30-May-2016,,,,0.000000,0.000000,Status,,,
160108,160108,0.500000,UT,00:00:00 31-May-2016,,,,0.000000,0.000000,Status,,,
160108,160108,0.500000,UT,00:00:00 01-Jun-2016,,,,0.000000,0.000000,Status,,,
160108,160108,0.500000,UT,00:00:00 03-Jun-2016,,,,0.000000,0.000000,Status,,,
160108,160108,0.500000,UT,00:00:00 05-Jun-2016,,,,0.000000,0.000000,Status,,,
160108,160108,0.500000,UT,00:00:00 06-Jun-2016,,,,0.000000,0.000000,Status,,,
160108,160108,0.500000,UT,00:00:00 08-Jun-2016,,,,0.000000,0.000000,Status,,,
160108,160108,0.500000,UT,00:00:00 10-Jun-2016,,,,0.000000,0.000000,Status,,,
160108,160108,0.500000,UT,00:00:00 11-Jun-2016,,,,0.000000,0.000000,Status,,,
160108,160108,0.500000,UT,00:00:00 12-Jun-2016,,,,0.000000,0.000000,Status,,,
160108,160108,0.500000,UT,00:00:00 13-Jun-2016,,,,0.000000,0.000000,Status,,,
160108,160108,0.500000,UT,00:00:00 14-Jun-2016,,,,0.000000,0.000000,Status,,,
160108,160108,0.500000,UT,00:00:00 15-Jun-2016,,,,0.000000,0.000000,Status,,,
160108,160108,0.500000,UT,00:00:00 16-Jun-2016,,,,0.000000,0.000000,Status,,,
160108,160108,0.500000,UT,00:00:00 18-Jun-2016,,,,0.000000,0.000000,Status,,,
160108,160108,0.500000,UT,00:00:00 22-Jun-2016,,,,0.000000,0.000000,Status,,,
160108,160108,0.500000,UT,00:00:00 23-Jun-2016,,,,0.000000,0.000000,Status,,,
160108,160108,0.500000,UT,00:00:00 25-Jun-2016,,,,0.000000,0.000000,Status,,,
160108,160108,0.500000,UT,00:00:00 26-Jun-2016,,,,0.000000,0.000000,Status,,,
160108,160108,0.500000,UT,00:00:00 29-Jun-2016,,,,0.000000,0.000000,Status,,,
160108,160108,0.500000,UT,00:00:00 30-Jun-2016,,,,0.000000,0.000000,Status,,,
160108,160108,0.500000,UT,00:00:00 01-Jul-2016,,,,0.000000,0.000000,Status,,,
